ImageURN,TextURN
"urn:cite:ecod:einsiedeln121img.sbe_0121_187@0.061,0.2363,0.687,0.0713", overlap from bottom neumes
"urn:cite:ecod:einsiedeln121img.sbe_0121_187@0.137,0.2686,0.679,0.0878", overlap with text from above line
"urn:cite:ecod:einsiedeln121img.sbe_0121_187@0.129,0.3413,0.681,0.0788", overlap with text from above line
"urn:cite:ecod:einsiedeln121img.sbe_0121_187@0.063,0.4171,0.641,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_187@0.141,0.4764,0.551,0.0735",
"urn:cite:ecod:einsiedeln121img.sbe_0121_187@0.126,0.5356,0.519,0.0713",
"urn:cite:ecod:einsiedeln121img.sbe_0121_187@0.138,0.5971,0.283,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_187@0.138,0.5971,0.283,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_187@0.147,0.7179,0.549,0.0713",
"urn:cite:ecod:einsiedeln121img.sbe_0121_187@0.142,0.7847,0.577,0.0585",
"urn:cite:ecod:einsiedeln121img.sbe_0121_188@0.269,0.057,0.587,0.069", 188
"urn:cite:ecod:einsiedeln121img.sbe_0121_188@0.36,0.1253,0.541,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_188@0.359,0.1823,0.537,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_188@0.339,0.2431,0.523,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_188@0.343,0.2986,0.503,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_188@0.253,0.3586,0.6,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_188@0.242,0.3443,0.229,0.1635", giant letter N
"urn:cite:ecod:einsiedeln121img.sbe_0121_188@0.429,0.4164,0.487,0.072",
"urn:cite:ecod:einsiedeln121img.sbe_0121_188@0.34,0.4704,0.531,0.0788",
"urn:cite:ecod:einsiedeln121img.sbe_0121_188@0.329,0.5424,0.557,0.063",
