ImageURN, TextURN
"urn:cite:ecod:einsiedeln121img.sbe_0121_088@0.2583,0.5574,0.6597,0.0713",
"urn:cite:ecod:einsiedeln121img.sbe_0121_088@0.3403,0.6152,0.6086,0.06",
"urn:cite:ecod:einsiedeln121img.sbe_0121_088@0.3393,0.6692,0.6156,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_088@0.2733,0.7337,0.6486,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_088@0.3413,0.7862,0.4695,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_089@0.0971,0.0705,0.6507,0.0848",Page 89
"urn:cite:ecod:einsiedeln121img.sbe_0121_089@0.1021,0.1328,0.5465,0.0713",
"urn:cite:ecod:einsiedeln121img.sbe_0121_089@0.049,0.2018,0.6807,0.075",
"urn:cite:ecod:einsiedeln121img.sbe_0121_089@0.1071,0.2581,0.5415,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_089@0.0571,0.3203,0.5896,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_089@0.1111,0.3826,0.5526,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_089@0.0991,0.4419,0.3864,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_089@0.043,0.4966,0.7588,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_089@0.0901,0.5634,0.5475,0.0623",
"urn:cite:ecod:einsiedeln121img.sbe_0121_089@0.1161,0.5994,0.6426,0.0803",
"urn:cite:ecod:einsiedeln121img.sbe_0121_089@0.0531,0.6812,0.5666,0.0608",
"urn:cite:ecod:einsiedeln121img.sbe_0121_089@0.1201,0.7367,0.5415,0.0608",
"urn:cite:ecod:einsiedeln121img.sbe_0121_089@0.1181,0.7884,0.5926,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_090@0.3614,0.0833,0.5566,0.069",Page 90
"urn:cite:ecod:einsiedeln121img.sbe_0121_090@0.3664,0.1448,0.5786,0.0585",
"urn:cite:ecod:einsiedeln121img.sbe_0121_090@0.3664,0.2063,0.3524,0.06",
"urn:cite:ecod:einsiedeln121img.sbe_0121_090@0.2883,0.2641,0.6547,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_090@0.3514,0.3181,0.5175,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_090@0.3654,0.3826,0.5606,0.0623",
"urn:cite:ecod:einsiedeln121img.sbe_0121_090@0.3714,0.4426,0.5606,0.066",
"urn:cite:ecod:einsiedeln121img.sbe_0121_090@0.3724,0.4921,0.5706,0.0713",
"urn:cite:ecod:einsiedeln121img.sbe_0121_090@0.3634,0.5611,0.5465,0.0578",
"urn:cite:ecod:einsiedeln121img.sbe_0121_090@0.3684,0.6167,0.5235,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_090@0.3604,0.6707,0.4695,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_090@0.2913,0.7329,0.6176,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_090@0.3644,0.7884,0.5275,0.0578",
