Image, Text
"urn:cite:ecod:einsiedeln121img.sbe_0121_204@0.3193,0.2168,0.3894,0.0915",
"urn:cite:ecod:einsiedeln121img.sbe_0121_204@0.3423,0.3038,0.4034,0.0885",
"urn:cite:ecod:einsiedeln121img.sbe_0121_204@0.3303,0.3953,0.4034,0.0885",
"urn:cite:ecod:einsiedeln121img.sbe_0121_204@0.3403,0.4726,0.4144,0.0788",
"urn:cite:ecod:einsiedeln121img.sbe_0121_204@0.3373,0.5484,0.4144,0.0788",
"urn:cite:ecod:einsiedeln121img.sbe_0121_204@0.3353,0.6324,0.4144,0.0788",
"urn:cite:ecod:einsiedeln121img.sbe_0121_204@0.1532,0.036,0.7808,0.8957",
"urn:cite:ecod:einsiedeln121img.sbe_0121_205@0.032,0.0443,0.7888,0.826",
"urn:cite:ecod:einsiedeln121img.sbe_0121_206@0.3473,0.0353,0.5956,0.0945",
"urn:cite:ecod:einsiedeln121img.sbe_0121_206@0.3433,0.1065,0.4505,0.075",
"urn:cite:ecod:einsiedeln121img.sbe_0121_206@0.3433,0.1718,0.5255,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_206@0.3433,0.2206,0.5375,0.0825",
"urn:cite:ecod:einsiedeln121img.sbe_0121_206@0.3333,0.2881,0.6106,0.0765",
"urn:cite:ecod:einsiedeln121img.sbe_0121_206@0.3213,0.3533,0.6106,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_206@0.2543,0.4134,0.6567,0.078",
"urn:cite:ecod:einsiedeln121img.sbe_0121_206@0.3263,0.4839,0.5906,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_206@0.2593,0.5461,0.6436,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_206@0.2412,0.5904,0.6436,0.0773",
"urn:cite:ecod:einsiedeln121img.sbe_0121_206@0.3153,0.6632,0.6436,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_206@0.3113,0.7112,0.6436,0.0765",
"urn:cite:ecod:einsiedeln121img.sbe_0121_206@0.2282,0.7809,0.6436,0.0765",
"urn:cite:ecod:einsiedeln121img.sbe_0121_207@0.0931,0.0383,0.5826,0.0773",
"urn:cite:ecod:einsiedeln121img.sbe_0121_207@0.1041,0.0998,0.6707,0.0735",
"urn:cite:ecod:einsiedeln121img.sbe_0121_207@0.1211,0.1553,0.5135,0.0773",
"urn:cite:ecod:einsiedeln121img.sbe_0121_207@0.0611,0.1905,0.6697,0.1155",
"urn:cite:ecod:einsiedeln121img.sbe_0121_207@0.0941,0.2716,0.6697,0.084",
"urn:cite:ecod:einsiedeln121img.sbe_0121_207@0.1011,0.3368,0.6697,0.072",
"urn:cite:ecod:einsiedeln121img.sbe_0121_207@0.1111,0.4059,0.5225,0.072",
"urn:cite:ecod:einsiedeln121img.sbe_0121_207@0.0551,0.4599,0.6036,0.078",
"urn:cite:ecod:einsiedeln121img.sbe_0121_207@0.1261,0.5251,0.6166,0.0788",
"urn:cite:ecod:einsiedeln121img.sbe_0121_207@0.0541,0.5836,0.6166,0.0818",
"urn:cite:ecod:einsiedeln121img.sbe_0121_207@0.1291,0.6437,0.5185,0.0818",
"urn:cite:ecod:einsiedeln121img.sbe_0121_207@0.1261,0.6962,0.5415,0.0818",
"urn:cite:ecod:einsiedeln121img.sbe_0121_207@0.0591,0.7637,0.6156,0.0818",
"urn:cite:ecod:einsiedeln121img.sbe_0121_208@0.3473,0.045,0.5375,0.0758",
"urn:cite:ecod:einsiedeln121img.sbe_0121_208@0.3564,0.099,0.5375,0.075",
"urn:cite:ecod:einsiedeln121img.sbe_0121_208@0.3343,0.1553,0.6056,0.0758",
"urn:cite:ecod:einsiedeln121img.sbe_0121_208@0.2943,0.1995,0.6066,0.0968",
"urn:cite:ecod:einsiedeln121img.sbe_0121_208@0.3303,0.2588,0.6066,0.0968",
"urn:cite:ecod:einsiedeln121img.sbe_0121_208@0.3514,0.3383,0.5746,0.0735",
"urn:cite:ecod:einsiedeln121img.sbe_0121_208@0.2883,0.4014,0.6466,0.0773",
"urn:cite:ecod:einsiedeln121img.sbe_0121_208@0.3614,0.4621,0.5415,0.0885",
"urn:cite:ecod:einsiedeln121img.sbe_0121_208@0.3574,0.5319,0.5415,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_208@0.3554,0.5941,0.5816,0.0705",
"urn:cite:ecod:einsiedeln121img.sbe_0121_208@0.3453,0.6512,0.4915,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_208@0.2843,0.7157,0.5726,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_208@0.3363,0.7749,0.5726,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_209@0.1321,0.0405,0.5185,0.0735",
"urn:cite:ecod:einsiedeln121img.sbe_0121_209@0.1411,0.1065,0.5185,0.0735",
"urn:cite:ecod:einsiedeln121img.sbe_0121_209@0.1401,0.168,0.1872,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_209@0.2022,0.2318,0.2753,0.0683", 
"urn:cite:ecod:einsiedeln121img.sbe_0121_209@0.048,0.1538,0.1371,0.4651", giant letter I
"urn:cite:ecod:einsiedeln121img.sbe_0121_209@0.048,0.2791,0.6146,0.081",
"urn:cite:ecod:einsiedeln121img.sbe_0121_209@0.1662,0.3391,0.4705,0.081",
"urn:cite:ecod:einsiedeln121img.sbe_0121_209@0.1572,0.4719,0.5015,0.0788",
"urn:cite:ecod:einsiedeln121img.sbe_0121_209@0.1622,0.5364,0.5015,0.0728",
"urn:cite:ecod:einsiedeln121img.sbe_0121_209@0.1622,0.5926,0.1762,0.0728",
"urn:cite:ecod:einsiedeln121img.sbe_0121_209@0.0731,0.6564,0.5846,0.0728",
"urn:cite:ecod:einsiedeln121img.sbe_0121_209@0.1281,0.7142,0.5846,0.0728",
"urn:cite:ecod:einsiedeln121img.sbe_0121_209@0.0681,0.7764,0.6116,0.0728",
"urn:cite:ecod:einsiedeln121img.sbe_0121_210@0.3724,0.0458,0.5816,0.078",
"urn:cite:ecod:einsiedeln121img.sbe_0121_210@0.3814,0.1133,0.5816,0.078",
"urn:cite:ecod:einsiedeln121img.sbe_0121_210@0.3684,0.177,0.5285,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_210@0.3123,0.2333,0.4535,0.0765",
"urn:cite:ecod:einsiedeln121img.sbe_0121_210@0.3413,0.2783,0.5395,0.087",
"urn:cite:ecod:einsiedeln121img.sbe_0121_210@0.3604,0.3563,0.5826,0.0728",
"urn:cite:ecod:einsiedeln121img.sbe_0121_210@0.3263,0.4201,0.5826,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_210@0.3443,0.4824,0.5826,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_210@0.2773,0.5469,0.5826,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_210@0.3443,0.5971,0.5826,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_210@0.3624,0.6549,0.5295,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_210@0.3584,0.7074,0.5986,0.0758",
"urn:cite:ecod:einsiedeln121img.sbe_0121_210@0.2713,0.7704,0.6246,0.0915",
