ImageURN,TextURN
"urn:cite:ecod:einsiedeln121img.sbe_0121_157@0.1201,0.2498,0.5265,0.0578",
"urn:cite:ecod:einsiedeln121img.sbe_0121_157@0.1241,0.3068,0.3804,0.06",
"urn:cite:ecod:einsiedeln121img.sbe_0121_157@0.2002,0.3706,0.3804,0.06",
"urn:cite:ecod:einsiedeln121img.sbe_0121_157@0.0781,0.3706,0.1291,0.1403",Large L
"urn:cite:ecod:einsiedeln121img.sbe_0121_157@0.2192,0.4216,0.3443,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_157@0.1251,0.4846,0.5155,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_157@0.1311,0.5476,0.5235,0.0593",
"urn:cite:ecod:einsiedeln121img.sbe_0121_157@0.1351,0.6077,0.3664,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_157@0.0801,0.6729,0.5716,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_157@0.1381,0.7389,0.5185,0.048",
"urn:cite:ecod:einsiedeln121img.sbe_0121_157@0.0611,0.7787,0.5696,0.0698",
"urn:cite:ecod:einsiedeln121img.sbe_0121_158@0.3584,0.0638,0.5215,0.0698",Page 158
"urn:cite:ecod:einsiedeln121img.sbe_0121_158@0.3594,0.129,0.5576,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_158@0.3554,0.186,0.3534,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_158@0.2833,0.2431,0.6587,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_158@0.3514,0.3046,0.6126,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_158@0.3493,0.3676,0.5876,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_158@0.3493,0.4209,0.6036,0.0578",
"urn:cite:ecod:einsiedeln121img.sbe_0121_158@0.2703,0.4764,0.6106,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_158@0.3463,0.5476,0.5455,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_158@0.3433,0.6024,0.4975,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_158@0.2703,0.6707,0.5996,0.0623",
"urn:cite:ecod:einsiedeln121img.sbe_0121_158@0.3423,0.7247,0.5395,0.0623",
"urn:cite:ecod:einsiedeln121img.sbe_0121_158@0.3383,0.7802,0.4745,0.0623",
"urn:cite:ecod:einsiedeln121img.sbe_0121_159@0.031,0.0908,0.3674,0.0503",Page 159
"urn:cite:ecod:einsiedeln121img.sbe_0121_159@0.047,0.1238,0.6046,0.072",
"urn:cite:ecod:einsiedeln121img.sbe_0121_159@0.1221,0.1823,0.5245,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_159@0.1201,0.2378,0.4935,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_159@0.1231,0.2948,0.5335,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_159@0.2853,0.3781,0.2603,0.0473",
"urn:cite:ecod:einsiedeln121img.sbe_0121_159@0.0641,0.3863,0.2663,0.1215",Large M
"urn:cite:ecod:einsiedeln121img.sbe_0121_159@0.1251,0.4921,0.5055,0.0555",
"urn:cite:ecod:einsiedeln121img.sbe_0121_159@0.1301,0.5431,0.4965,0.066",
"urn:cite:ecod:einsiedeln121img.sbe_0121_159@0.1371,0.6062,0.3033,0.066",
"urn:cite:ecod:einsiedeln121img.sbe_0121_159@0.0791,0.6714,0.6597,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_159@0.0621,0.7224,0.6597,0.0758",
"urn:cite:ecod:einsiedeln121img.sbe_0121_159@0.1401,0.7824,0.6476,0.0623",
"urn:cite:ecod:einsiedeln121img.sbe_0121_160@0.2803,0.0533,0.6126,0.0803",Page 160
"urn:cite:ecod:einsiedeln121img.sbe_0121_160@0.3544,0.1275,0.5606,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_160@0.3564,0.1905,0.5776,0.0563",
"urn:cite:ecod:einsiedeln121img.sbe_0121_160@0.2723,0.2461,0.6296,0.0728",
"urn:cite:ecod:einsiedeln121img.sbe_0121_160@0.3453,0.3053,0.5516,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_160@0.3473,0.3586,0.5786,0.0735",
"urn:cite:ecod:einsiedeln121img.sbe_0121_160@0.3463,0.4239,0.4885,0.0593",
"urn:cite:ecod:einsiedeln121img.sbe_0121_160@0.2713,0.4696,0.6306,0.075",
"urn:cite:ecod:einsiedeln121img.sbe_0121_160@0.3413,0.4981,0.6256,0.1103",
"urn:cite:ecod:einsiedeln121img.sbe_0121_160@0.3413,0.6084,0.4515,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_160@0.2673,0.6414,0.6917,0.0945",
"urn:cite:ecod:einsiedeln121img.sbe_0121_160@0.3373,0.7239,0.5736,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_160@0.3373,0.7817,0.5736,0.0698",
